4.000000000000000000e+00,1.073145866394043055e-03
8.000000000000000000e+00,1.785402297973632917e-03
1.600000000000000000e+01,2.634994983673095547e-03
3.200000000000000000e+01,4.670975208282471085e-03
6.400000000000000000e+01,8.763153553009033619e-03
1.280000000000000000e+02,1.728879690170288114e-02
2.560000000000000000e+02,3.334863901138305359e-02
5.120000000000000000e+02,6.631369113922119807e-02
1.024000000000000000e+03,1.321680569648742698e-01
2.048000000000000000e+03,2.638845443725585938e-01
4.096000000000000000e+03,5.272572922706604270e-01
8.192000000000000000e+03,1.056861121654510516e+00
1.638400000000000000e+04,2.198083136081695699e+00
