4.000000000000000000e+00,1.051785945892334036e-03
8.000000000000000000e+00,1.757974624633788958e-03
1.600000000000000000e+01,3.176410198211669905e-03
3.200000000000000000e+01,6.128346920013428081e-03
6.400000000000000000e+01,1.235036373138427741e-02
1.280000000000000000e+02,2.906219482421874833e-02
2.560000000000000000e+02,6.961669921874999445e-02
5.120000000000000000e+02,1.338560056686401434e-01
1.024000000000000000e+03,2.771197509765624956e-01
2.048000000000000000e+03,5.616332006454467507e-01
4.096000000000000000e+03,1.203723895549774214e+00
8.192000000000000000e+03,3.210493290424346835e+00
1.638400000000000000e+04,8.568710899353026988e+00
